dataset,row,beg,end
train,34816,8872,17344
train,34824,8880,17352
train,34832,8880,17352
train,34840,8880,17352
train,34848,8888,17360
train,34856,8888,17360
train,34864,8888,17360
train,34872,8896,17368
train,34880,8896,17368
train,34888,8896,17368
train,34896,8904,17376
train,34904,8904,17376
train,34912,8904,17376
train,34920,8912,17384
train,34928,8912,17384
train,34936,8912,17384
train,34944,8920,17392
train,34952,8920,17392
train,34960,8920,17392
train,34968,8928,17400
train,34976,8928,17400
train,34984,8928,17400
train,34992,8936,17408
train,35000,8936,17408
train,35008,8936,17408
train,35016,8944,17416
train,35024,8944,17416
train,35032,8944,17424
train,35040,8952,17424
train,35048,8952,17424
train,35056,8952,17432
train,35064,8960,17432
train,35072,8960,17432
train,35080,8960,17440
train,35088,8968,17440
train,35096,8968,17440
train,35104,8968,17448
train,35112,8976,17448
train,35120,8976,17448
train,35128,8976,17456
train,35136,8984,17456
train,35144,8984,17456
train,35152,8984,17464
train,35160,8992,17464
train,35168,8992,17464
train,35176,8992,17472
train,35184,9000,17472
train,35192,9000,17472
train,35200,9000,17480
train,35208,9008,17480
train,35216,9008,17480
train,35224,9008,17488
train,35232,9016,17488
train,35240,9016,17488
train,35248,9016,17496
train,35256,9024,17496
train,35264,9024,17496
train,35272,9024,17504
train,35280,9032,17504
train,35288,9032,17504
train,35296,9032,17512
train,35304,9040,17512
train,35312,9040,17512
train,35320,9040,17520
train,35328,9048,17520
train,35336,9048,17520
train,35344,9048,17528
train,35352,9056,17528
train,35360,9056,17536
train,35368,9056,17536
train,35376,9064,17536
train,35384,9064,17544
train,35392,9064,17544
train,35400,9072,17544
train,35408,9072,17552
train,35416,9072,17552
train,35424,9080,17552
train,35432,9080,17560
train,35440,9080,17560
train,35448,9088,17560
train,35456,9088,17568
train,35464,9088,17568
train,35472,9096,17568
train,35480,9096,17576
train,35488,9096,17576
train,35496,9104,17576
train,35504,9104,17584
train,35512,9104,17584
train,35520,9112,17584
train,35528,9112,17592
train,35536,9112,17592
train,35544,9120,17592
train,35552,9120,17600
train,35560,9120,17600
train,35568,9128,17600
train,35576,9128,17608
train,35584,9128,17608
train,35592,9136,17608
train,35600,9136,17616
train,35608,9136,17616
train,35616,9144,17616
train,35624,9144,17624
train,35632,9144,17624
train,35640,9152,17624
train,35648,9152,17632
train,35656,9152,17632
train,35664,9160,17632
train,35672,9160,17640
train,35680,9160,17640
train,35688,9168,17640
train,35696,9168,17648
train,35704,9168,17648
train,35712,9176,17648
train,35720,9176,17648
train,35728,9176,17656
train,35736,9184,17656
train,35744,9184,17656
train,35752,9184,17664
train,35760,9192,17664
train,35768,9192,17664
train,35776,9192,17672
train,35784,9200,17672
train,35792,9200,17672
train,35800,9200,17672
train,35808,9208,17680
train,35816,9208,17680
train,35824,9208,17680
train,35832,9216,17680
train,37376,9728,18040
train,37384,9728,18040
train,37392,9736,18040
train,37400,9736,18040
train,37408,9736,18040
train,37416,9744,18048
train,37424,9744,18048
train,37432,9744,18048
train,37440,9752,18048
train,37448,9752,18056
train,37456,9752,18056
train,37464,9760,18056
train,37472,9760,18056
train,37480,9760,18056
train,37488,9768,18064
train,37496,9768,18064
train,37504,9768,18064
train,37512,9776,18064
train,37520,9776,18072
train,37528,9776,18072
train,37536,9784,18072
train,37544,9784,18072
train,37552,9784,18072
train,37560,9792,18080
train,37568,9792,18080
train,37576,9792,18080
train,37584,9800,18080
train,37592,9800,18080
train,37600,9800,18088
train,37608,9808,18088
train,37616,9808,18088
train,37624,9808,18088
train,37632,9816,18096
train,37640,9816,18096
train,37648,9816,18096
train,37656,9824,18096
train,37664,9824,18096
train,37672,9824,18104
train,37680,9832,18104
train,37688,9832,18104
train,37696,9832,18104
train,37704,9840,18112
train,37712,9840,18112
train,37720,9840,18112
train,37728,9848,18112
train,37736,9848,18112
train,37744,9848,18120
train,37752,9856,18120
train,37760,9856,18120
train,37768,9856,18120
train,37776,9864,18128
train,37784,9864,18128
train,37792,9864,18128
train,37800,9872,18128
train,37808,9872,18128
train,37816,9872,18136
train,37824,9880,18136
train,37832,9880,18136
train,37840,9880,18136
train,37848,9888,18136
train,37856,9888,18144
train,37864,9888,18144
train,37872,9896,18144
train,37880,9896,18144
train,37888,9896,18152
train,37896,9904,18152
train,37904,9904,18152
train,37912,9904,18152
train,37920,9912,18152
train,37928,9912,18160
train,37936,9912,18160
train,37944,9920,18160
train,37952,9920,18160
train,37960,9920,18168
train,37968,9928,18168
train,37976,9928,18168
train,37984,9928,18168
train,37992,9936,18168
train,38000,9936,18176
train,38008,9936,18176
train,38016,9944,18176
train,38024,9944,18176
train,38032,9944,18176
train,38040,9952,18184
train,38048,9952,18184
train,38056,9952,18184
train,38064,9960,18184
train,38072,9960,18192
train,38080,9960,18192
train,38088,9968,18192
train,38096,9968,18192
train,38104,9968,18192
train,38112,9976,18200
train,38120,9976,18200
train,38128,9976,18200
train,38136,9984,18200
train,38144,9984,18208
train,38152,9984,18208
train,38160,9992,18208
train,38168,9992,18208
train,38176,9992,18208
train,38184,10000,18216
train,38192,10000,18216
train,38200,10000,18216
train,38208,10008,18216
train,38216,10008,18216
train,38224,10008,18224
train,38232,10016,18224
train,38240,10016,18224
train,38248,10016,18224
train,38256,10024,18232
train,38264,10024,18232
train,38272,10024,18232
train,38280,10032,18232
train,38288,10032,18232
train,38296,10032,18240
train,38304,10040,18240
train,38312,10040,18240
train,38320,10040,18240
train,38328,10048,18248
train,38336,10048,18248
train,38344,10048,18248
train,38352,10056,18248
train,38360,10056,18248
train,38368,10056,18256
train,38376,10064,18256
train,38384,10064,18256
train,38392,10064,18256
train,38400,10072,18256
train,38408,10072,18264
train,38416,10072,18264
train,38424,10080,18264
train,38432,10080,18264
train,38440,10080,18272
train,38448,10088,18272
train,38456,10088,18272
train,38464,10088,18272
train,38472,10096,18272
train,38480,10096,18280
train,38488,10096,18280
train,38496,10104,18280
train,38504,10104,18280
train,38512,10104,18288
train,38520,10112,18288
train,38528,10112,18288
train,38536,10112,18288
train,38544,10120,18288
train,38552,10120,18296
train,38560,10120,18296
train,38568,10128,18296
train,38576,10128,18296
train,38584,10128,18296
train,38592,10136,18304
train,38600,10136,18304
train,38608,10136,18304
train,38616,10144,18304
train,38624,10144,18312
train,38632,10144,18312
train,38640,10152,18312
train,38648,10152,18312
train,38656,10152,18312
train,38664,10160,18320
train,38672,10160,18320
train,38680,10160,18320
train,38688,10168,18320
train,38696,10168,18320
train,38704,10168,18328
train,38712,10176,18328
train,38720,10176,18328
train,38728,10176,18328
train,38736,10184,18336
train,38744,10184,18336
train,38752,10184,18336
train,38760,10192,18336
train,38768,10192,18336
train,38776,10192,18344
train,38784,10200,18344
train,38792,10200,18344
train,38800,10200,18344
train,38808,10208,18352
train,38816,10208,18352
train,38824,10208,18352
train,38832,10216,18352
train,38840,10216,18352
train,38848,10216,18360
train,38856,10224,18360
train,38864,10224,18360
train,38872,10224,18360
train,38880,10232,18360
train,38888,10232,18368
train,38896,10232,18368
train,38904,10240,18368
train,38912,10240,18368
train,38920,10240,18376
train,38928,10248,18376
train,38936,10248,18376
train,38944,10248,18432
train,38952,10256,18432
train,38960,10256,18432
train,38968,10256,18432
train,38976,10264,18432
train,38984,10264,18440
train,38992,10264,18440
train,39000,10272,18440
train,39008,10272,18440
train,39016,10272,18448
train,39024,10280,18448
train,39032,10280,18448
train,39040,10280,18448
train,39048,10288,18456
train,39056,10288,18456
train,39064,10288,18456
train,39072,10296,18456
train,39080,10296,18464
train,39088,10296,18464
train,39096,10304,18464
train,39104,10304,18464
train,39112,10304,18472
train,39120,10312,18472
train,39128,10312,18472
train,39136,10312,18472
train,39144,10320,18480
train,39152,10320,18480
train,39160,10320,18480
train,39168,10328,18480
train,39176,10328,18488
train,39184,10328,18488
train,39192,10336,18488
train,39200,10336,18488
train,39208,10336,18488
train,39216,10344,18496
train,39224,10344,18496
train,39232,10344,18496
train,39240,10352,18496
train,39248,10352,18504
train,39256,10352,18504
train,39264,10360,18504
train,39272,10360,18504
train,39280,10360,18512
train,39288,10368,18512
train,39296,10368,18512
train,39304,10368,18512
train,39312,10376,18520
train,39320,10376,18520
train,39328,10376,18520
train,39336,10384,18520
train,39344,10384,18528
train,39352,10384,18528
train,39360,10392,18528
train,39368,10392,18528
train,39376,10392,18536
train,39384,10400,18536
train,39392,10400,18536
train,39400,10400,18536
train,39408,10408,18544
train,39416,10408,18544
train,39936,10584,18664
train,39944,10584,18672
train,39952,10584,18672
train,39960,10592,18672
train,39968,10592,18672
train,39976,10592,18680
train,39984,10600,18680
train,39992,10600,18680
train,40000,10600,18680
train,40008,10608,18688
train,40016,10608,18688
train,40024,10608,18688
train,40032,10616,18688
train,40040,10616,18696
train,40048,10616,18696
train,40056,10624,18696
train,40064,10624,18696
train,40072,10624,18704
train,40080,10632,18704
train,40088,10632,18704
train,40096,10632,18704
train,40104,10640,18712
train,40112,10640,18712
train,40120,10640,18712
train,40128,10648,18712
train,40136,10648,18720
train,40144,10648,18720
train,40152,10656,18720
train,40160,10656,18720
train,40168,10656,18720
train,40176,10664,18728
train,40184,10664,18728
train,40192,10664,18728
train,40200,10672,18728
train,40208,10672,18736
train,40216,10672,18736
train,40224,10680,18736
train,40232,10680,18736
train,40240,10680,18744
train,40248,10688,18744
train,40256,10688,18744
train,40264,10688,18744
train,40272,10696,18752
train,40280,10696,18752
train,40288,10696,18752
train,40296,10704,18752
train,40304,10704,18760
train,40312,10704,18760
train,40320,10712,18760
train,40328,10712,18760
train,40336,10712,18768
train,40344,10720,18768
train,40352,10720,18768
train,40360,10720,18768
train,40368,10728,18776
train,40376,10728,18776
train,40384,10728,18776
train,40392,10736,18776
train,40400,10736,18776
train,40408,10736,18784
train,40416,10744,18784
train,40424,10744,18784
train,40432,10744,18784
train,40440,10752,18792
train,40448,10752,18792
train,40456,10752,18792
train,40464,10760,18792
train,40472,10760,18800
train,40480,10760,18800
train,40488,10768,18800
train,40496,10768,18800
train,40504,10768,18808
train,40512,10776,18808
train,40520,10776,18808
train,40528,10776,18808
train,40536,10784,18816
train,40544,10784,18816
train,40552,10784,18816
train,40560,10792,18816
train,40568,10792,18824
train,40576,10792,18824
train,40584,10800,18824
train,40592,10800,18824
train,40600,10800,18832
train,40608,10808,18832
train,40616,10808,18832
train,40624,10808,18832
train,40632,10816,18832
train,40640,10816,18840
train,40648,10816,18840
train,40656,10824,18840
train,40664,10824,18840
train,40672,10824,18848
train,40680,10832,18848
train,40688,10832,18848
train,40696,10832,18848
train,40704,10840,18856
train,40712,10840,18856
train,40720,10840,18856
train,40728,10848,18856
train,40736,10848,18864
train,40744,10848,18864
train,40752,10856,18864
train,40760,10856,18864
train,40768,10856,18872
train,40776,10864,18872
train,40784,10864,18872
train,40792,10864,18872
train,40800,10872,18880
train,40808,10872,18880
train,40816,10872,18880
train,40824,10880,18880
train,40832,10880,18888
train,40840,10880,18888
train,40848,10888,18888
train,40856,10888,18888
train,40864,10888,18888
train,40872,10896,18896
train,40880,10896,18896
train,40888,10896,18896
train,40896,10904,18896
train,40904,10904,18904
train,40912,10904,18904
train,40920,10912,18904
train,40928,10912,18904
train,40936,10912,18912
train,40944,10920,18912
train,40952,10920,18912
val,512,1424,3480
val,520,1424,3480
val,528,1416,3488
val,536,1416,3488
val,544,1416,3496
val,552,1408,3496
val,560,1408,3504
val,568,1400,3504
val,576,1400,3512
val,584,1392,3520
val,592,1392,3520
val,600,1392,3528
val,608,1384,3528
val,616,1384,3536
val,624,1376,3536
val,632,1376,3544
val,640,1368,3552
val,648,1368,3552
val,656,1368,3560
val,664,1360,3560
val,672,1360,3568
val,680,1352,3568
val,688,1352,3576
val,696,1344,3576
val,704,1344,3584
val,712,1344,3592
val,720,1336,3592
val,728,1336,3600
val,736,1328,3600
val,744,1328,3608
val,752,1320,3608
val,760,1320,3616
val,768,1320,3624
val,776,1312,3624
val,784,1312,3632
val,792,1304,3632
val,800,1304,3640
val,808,1296,3640
val,816,1296,3648
val,824,1296,3648
val,832,1288,3656
val,840,1288,3664
val,848,1280,3664
val,856,1280,3672
val,864,1272,3672
val,872,1272,3680
val,880,1272,3680
val,888,1264,3688
val,896,1264,3688
val,904,1256,3696
val,912,1256,3704
val,920,1248,3704
val,928,1248,3712
val,936,1240,3712
val,944,1240,3720
val,952,1240,3720
val,960,1232,3728
val,968,1232,3736
val,976,1224,3736
val,984,1224,3744
val,992,1216,3744
val,1000,1216,3752
val,1008,1216,3752
val,1016,1208,3760
val,3584,104,5192
val,3592,104,5200
val,3600,96,5200
val,3608,96,5200
val,3616,88,5208
val,3624,88,5208
val,3632,80,5216
val,3640,80,5216
val,3648,80,5216
val,3656,72,5224
val,3664,72,5224
val,3672,64,5232
val,3680,64,5232
val,3688,56,5232
val,3696,56,5240
val,3704,56,5240
val,3712,48,5240
val,3720,48,5248
val,3728,40,5248
val,3736,40,5256
val,3744,32,5256
val,3752,32,5256
val,3760,32,5264
val,3768,24,5264
val,3776,24,5272
val,3784,16,5272
val,3792,16,5272
val,3800,8,5280
val,3808,8,5280
val,3816,8,5280
val,3824,0,5288
val,3832,0,5288
val,3840,0,5296
val,3848,0,5296
val,3856,0,5296
val,3864,0,5304
val,3872,0,5304
val,3880,0,5312
val,3888,0,5312
val,3896,0,5312
val,3904,0,5320
val,3912,0,5320
val,3920,0,5320
val,3928,0,5328
val,3936,0,5328
val,3944,0,5336
val,3952,0,5336
val,3960,0,5336
val,3968,0,5344
val,3976,0,5344
val,3984,0,5352
val,3992,0,5352
val,4000,0,5352
val,4008,0,5360
val,4016,0,5360
val,4024,0,5368
val,4032,0,5368
val,4040,0,5368
val,4048,0,5376
val,4056,0,5376
val,4064,0,5376
val,4072,0,5384
val,4080,0,5384
val,4088,0,5392
val,9216,0,7584
val,9224,0,7592
val,9232,0,7592
val,9240,0,7592
val,9248,0,7600
val,9256,0,7600
val,9264,0,7608
val,9272,0,7608
val,9280,0,7616
val,9288,0,7616
val,9296,0,7624
val,9304,0,7624
val,9312,0,7632
val,9320,0,7632
val,9328,0,7640
val,9336,0,7640
val,9344,0,7648
val,9352,0,7648
val,9360,0,7656
val,9368,0,7656
val,9376,0,7664
val,9384,0,7664
val,9392,0,7672
val,9400,0,7672
val,9408,0,7672
val,9416,0,7680
val,9424,0,7680
val,9432,0,7688
val,9440,0,7688
val,9448,0,7696
val,9456,0,7696
val,9464,0,7704
val,9472,0,7704
val,9480,0,7712
val,9488,0,7712
val,9496,0,7720
val,9504,0,7720
val,9512,0,7728
val,9520,0,7728
val,9528,8,7736
val,9536,8,7736
val,9544,8,7744
val,9552,16,7744
val,9560,16,7752
val,9568,24,7752
val,9576,24,7752
val,9584,32,7760
val,9592,32,7760
val,9600,32,7768
val,9608,40,7768
val,9616,40,7776
val,9624,48,7776
val,9632,48,7784
val,9640,56,7784
val,9648,56,7792
val,9656,56,7792
val,9664,64,7800
val,9672,64,7800
val,9680,72,7808
val,9688,72,7808
val,9696,80,7816
val,9704,80,7816
val,9712,80,7824
val,9720,88,7824
val,12288,1184,9048
val,12296,1192,9056
val,12304,1192,9056
val,12312,1200,9056
val,12320,1200,9064
val,12328,1208,9064
val,12336,1208,9072
val,12344,1208,9072
val,12352,1216,9080
val,12360,1216,9080
val,12368,1224,9088
val,12376,1224,9088
val,12384,1232,9096
val,12392,1232,9096
val,12400,1232,9104
val,12408,1240,9104
val,12416,1240,9112
val,12424,1248,9112
val,12432,1248,9120
val,12440,1256,9120
val,12448,1256,9128
val,12456,1256,9128
val,12464,1264,9136
val,12472,1264,9136
val,12480,1272,9136
val,12488,1272,9144
val,12496,1280,9144
val,12504,1280,9152
val,12512,1280,9152
val,12520,1288,9160
val,12528,1288,9160
val,12536,1296,9168
val,12544,1296,9168
val,12552,1304,9176
val,12560,1304,9176
val,12568,1304,9184
val,12576,1312,9184
val,12584,1312,9192
val,12592,1320,9192
val,12600,1320,9200
val,12608,1328,9200
val,12616,1328,9208
val,12624,1328,9208
val,12632,1336,9216
val,12640,1336,9216
val,12648,1344,9216
val,12656,1344,9224
val,12664,1352,9224
val,12672,1352,9232
val,12680,1352,9232
val,12688,1360,9240
val,12696,1360,9240
val,12704,1368,9248
val,12712,1368,9248
val,12720,1376,9256
val,12728,1376,9256
val,12736,1376,9264
val,12744,1384,9264
val,12752,1384,9272
val,12760,1392,9272
val,12768,1392,9280
val,12776,1400,9280
val,12784,1400,9288
val,12792,1400,9288
val,12800,1408,9296
val,12808,1408,9296
val,12816,1416,9296
val,12824,1416,9304
val,12832,1424,9304
val,12840,1424,9312
val,12848,1424,9312
val,12856,1432,9320
val,12864,1432,9320
val,12872,1440,9328
val,12880,1440,9328
val,12888,1448,9336
val,12896,1448,9336
val,12904,1448,9344
val,12912,1456,9344
val,12920,1456,9352
val,12928,1464,9352
val,12936,1464,9360
val,12944,1472,9360
val,12952,1472,9368
val,12960,1472,9368
val,12968,1480,9376
val,12976,1480,9376
val,12984,1488,9376
val,12992,1488,9384
val,13000,1496,9384
val,13008,1496,9392
val,13016,1496,9392
val,13024,1504,9400
val,13032,1504,9400
val,13040,1512,9408
val,13048,1512,9408
val,13056,1520,9416
val,13064,1520,9416
val,13072,1520,9424
val,13080,1528,9424
val,13088,1528,9432
val,13096,1536,9432
val,13104,1536,9440
val,13112,1544,9440
val,13120,1544,9448
val,13128,1544,9448
val,13136,1552,9456
val,13144,1552,9456
val,13152,1560,9456
val,13160,1560,9464
val,13168,1568,9464
val,13176,1568,9472
val,13184,1568,9472
val,13192,1576,9480
val,13200,1576,9480
val,13208,1584,9488
val,13216,1584,9488
val,13224,1592,9496
val,13232,1592,9496
val,13240,1592,9504
val,13248,1600,9504
val,13256,1600,9512
val,13264,1608,9512
val,13272,1608,9520
val,13280,1616,9520
val,13288,1616,9528
val,13296,1616,9528
val,13304,1624,9536
val,14848,2288,10272
val,14856,2288,10272
val,14864,2288,10272
val,14872,2296,10280
val,14880,2296,10280
val,14888,2304,10288
val,14896,2304,10288
val,14904,2312,10296
val,14912,2312,10296
val,14920,2312,10304
val,14928,2320,10304
val,14936,2320,10312
val,14944,2328,10312
val,14952,2328,10320
val,14960,2336,10320
val,14968,2336,10328
val,14976,2336,10328
val,14984,2344,10336
val,14992,2344,10336
val,15000,2352,10344
val,15008,2352,10344
val,15016,2360,10352
val,15024,2360,10352
val,15032,2360,10352
val,15040,2368,10360
val,15048,2368,10360
val,15056,2376,10368
val,15064,2376,10368
val,15072,2384,10376
val,15080,2384,10376
val,15088,2384,10384
val,15096,2392,10384
val,15104,2392,10392
val,15112,2400,10392
val,15120,2400,10400
val,15128,2408,10400
val,15136,2408,10408
val,15144,2408,10408
val,15152,2416,10416
val,15160,2416,10416
val,15168,2424,10424
val,15176,2424,10424
val,15184,2432,10432
val,15192,2432,10432
val,15200,2432,10432
val,15208,2440,10440
val,15216,2440,10440
val,15224,2448,10448
val,15232,2448,10448
val,15240,2456,10456
val,15248,2456,10456
val,15256,2456,10464
val,15264,2464,10464
val,15272,2464,10472
val,15280,2472,10472
val,15288,2472,10480
val,15296,2480,10480
val,15304,2480,10488
val,15312,2480,10488
val,15320,2488,10496
val,15328,2488,10496
val,15336,2496,10504
val,15344,2496,10504
val,15352,2504,10512
val,16896,3160,11248
val,16904,3168,11248
val,16912,3168,11248
val,16920,3176,11256
val,16928,3176,11256
val,16936,3176,11264
val,16944,3184,11264
val,16952,3184,11272
val,16960,3192,11272
val,16968,3192,11280
val,16976,3200,11280
val,16984,3200,11288
val,16992,3200,11288
val,17000,3208,11296
val,17008,3208,11296
val,17016,3216,11304
val,17024,3216,11304
val,17032,3224,11304
val,17040,3224,11312
val,17048,3224,11312
val,17056,3232,11320
val,17064,3232,11320
val,17072,3240,11328
val,17080,3240,11328
val,17088,3248,11336
val,17096,3248,11336
val,17104,3248,11344
val,17112,3256,11344
val,17120,3256,11352
val,17128,3264,11352
val,17136,3264,11352
val,17144,3272,11360
val,17152,3272,11360
val,17160,3272,11368
val,17168,3280,11368
val,17176,3280,11376
val,17184,3288,11376
val,17192,3288,11384
val,17200,3296,11384
val,17208,3296,11392
val,17216,3296,11392
val,17224,3304,11400
val,17232,3304,11400
val,17240,3312,11400
val,17248,3312,11408
val,17256,3320,11408
val,17264,3320,11416
val,17272,3320,11416
val,17280,3328,11424
val,17288,3328,11424
val,17296,3336,11432
val,17304,3336,11432
val,17312,3344,11440
val,17320,3344,11440
val,17328,3344,11448
val,17336,3352,11448
val,17344,3352,11448
val,17352,3360,11456
val,17360,3360,11456
val,17368,3368,11464
val,17376,3368,11464
val,17384,3368,11472
val,17392,3376,11472
val,17400,3376,11480
val,17920,3600,11712
val,17928,3608,11720
val,17936,3608,11720
val,17944,3608,11728
val,17952,3616,11728
val,17960,3616,11728
val,17968,3624,11736
val,17976,3624,11736
val,17984,3632,11744
val,17992,3632,11744
val,18000,3632,11744
val,18008,3640,11752
val,18016,3640,11752
val,18024,3648,11760
val,18032,3648,11760
val,18040,3656,11768
val,18048,3656,11768
val,18056,3656,11768
val,18064,3664,11776
val,18072,3664,11776
val,18080,3672,11784
val,18088,3672,11784
val,18096,3680,11784
val,18104,3680,11792
val,18112,3680,11792
val,18120,3688,11800
val,18128,3688,11800
val,18136,3696,11800
val,18144,3696,11808
val,18152,3704,11808
val,18160,3704,11816
val,18168,3704,11816
val,18176,3712,11816
val,18184,3712,11824
val,18192,3720,11824
val,18200,3720,11832
val,18208,3728,11832
val,18216,3728,11832
val,18224,3728,11840
val,18232,3736,11840
val,18240,3736,11848
val,18248,3744,11848
val,18256,3744,11856
val,18264,3752,11856
val,18272,3752,11856
val,18280,3752,11864
val,18288,3760,11864
val,18296,3760,11872
val,18304,3768,11872
val,18312,3768,11872
val,18320,3776,11880
val,18328,3776,11880
val,18336,3776,11888
val,18344,3784,11888
val,18352,3784,11888
val,18360,3792,11896
val,18368,3792,11896
val,18376,3800,11904
val,18384,3800,11904
val,18392,3800,11904
val,18400,3808,11912
val,18408,3808,11912
val,18416,3816,11920
val,18424,3816,11920
val,24064,6304,13672
val,24072,6304,13672
val,24080,6312,13680
val,24088,6312,13680
val,24096,6312,13688
val,24104,6312,13688
val,24112,6312,13688
val,24120,6320,13696
val,24128,6320,13696
val,24136,6320,13696
val,24144,6320,13704
val,24152,6320,13704
val,24160,6328,13704
val,24168,6328,13712
val,24176,6328,13712
val,24184,6328,13712
val,24192,6328,13720
val,24200,6336,13720
val,24208,6336,13720
val,24216,6336,13728
val,24224,6336,13728
val,24232,6336,13728
val,24240,6344,13736
val,24248,6344,13736
val,24256,6344,13736
val,24264,6344,13744
val,24272,6344,13744
val,24280,6352,13744
val,24288,6352,13752
val,24296,6352,13752
val,24304,6352,13752
val,24312,6352,13760
val,24320,6360,13760
val,24328,6360,13760
val,24336,6360,13768
val,24344,6360,13768
val,24352,6360,13768
val,24360,6368,13776
val,24368,6368,13776
val,24376,6368,13776
val,24384,6368,13784
val,24392,6368,13784
val,24400,6376,13784
val,24408,6376,13792
val,24416,6376,13792
val,24424,6376,13800
val,24432,6376,13800
val,24440,6384,13800
val,24448,6384,13808
val,24456,6384,13808
val,24464,6384,13808
val,24472,6384,13816
val,24480,6392,13816
val,24488,6392,13816
val,24496,6392,13824
val,24504,6392,13824
val,24512,6392,13824
val,24520,6400,13832
val,24528,6400,13832
val,24536,6400,13832
val,24544,6400,13840
val,24552,6400,13840
val,24560,6408,13840
val,24568,6408,13848
val,25600,6616,14200
val,25608,6616,14200
val,25616,6616,14200
val,25624,6616,14208
val,25632,6616,14208
val,25640,6624,14208
val,25648,6624,14216
val,25656,6624,14216
val,25664,6624,14216
val,25672,6624,14224
val,25680,6632,14224
val,25688,6632,14224
val,25696,6632,14232
val,25704,6632,14232
val,25712,6632,14240
val,25720,6640,14240
val,25728,6640,14240
val,25736,6640,14248
val,25744,6640,14248
val,25752,6640,14248
val,25760,6648,14256
val,25768,6648,14256
val,25776,6648,14256
val,25784,6648,14264
val,25792,6648,14264
val,25800,6656,14264
val,25808,6656,14272
val,25816,6656,14272
val,25824,6656,14272
val,25832,6656,14280
val,25840,6664,14280
val,25848,6664,14280
val,25856,6664,14288
val,25864,6664,14288
val,25872,6664,14288
val,25880,6672,14296
val,25888,6672,14296
val,25896,6672,14296
val,25904,6672,14304
val,25912,6672,14304
val,25920,6680,14304
val,25928,6680,14312
val,25936,6680,14312
val,25944,6680,14312
val,25952,6680,14320
val,25960,6688,14320
val,25968,6688,14320
val,25976,6688,14328
val,25984,6688,14328
val,25992,6688,14328
val,26000,6696,14336
val,26008,6696,14336
val,26016,6696,14336
val,26024,6696,14344
val,26032,6696,14344
val,26040,6704,14352
val,26048,6704,14352
val,26056,6704,14352
val,26064,6704,14360
val,26072,6704,14360
val,26080,6712,14360
val,26088,6712,14368
val,26096,6712,14368
val,26104,6712,14368
val,28160,7128,15072
val,28168,7128,15072
val,28176,7128,15080
val,28184,7128,15080
val,28192,7128,15080
val,28200,7136,15088
val,28208,7136,15088
val,28216,7136,15088
val,28224,7136,15096
val,28232,7136,15096
val,28240,7144,15096
val,28248,7144,15104
val,28256,7144,15104
val,28264,7144,15104
val,28272,7144,15112
val,28280,7152,15112
val,28288,7152,15120
val,28296,7152,15120
val,28304,7152,15120
val,28312,7152,15128
val,28320,7160,15128
val,28328,7160,15128
val,28336,7160,15136
val,28344,7160,15136
val,28352,7160,15136
val,28360,7168,15144
val,28368,7168,15144
val,28376,7168,15144
val,28384,7168,15152
val,28392,7168,15152
val,28400,7176,15152
val,28408,7176,15160
val,28416,7176,15160
val,28424,7176,15160
val,28432,7176,15168
val,28440,7184,15168
val,28448,7184,15168
val,28456,7184,15176
val,28464,7184,15176
val,28472,7184,15176
val,28480,7192,15184
val,28488,7192,15184
val,28496,7192,15184
val,28504,7192,15192
val,28512,7192,15192
val,28520,7200,15192
val,28528,7200,15200
val,28536,7200,15200
val,28544,7200,15200
val,28552,7200,15208
val,28560,7208,15208
val,28568,7208,15208
val,28576,7208,15216
val,28584,7208,15216
val,28592,7208,15216
val,28600,7216,15224
val,28608,7216,15224
val,28616,7216,15232
val,28624,7216,15232
val,28632,7216,15232
val,28640,7224,15240
val,28648,7224,15240
val,28656,7224,15240
val,28664,7224,15248
val,29696,7432,15600
val,29704,7432,15600
val,29712,7432,15600
val,29720,7440,15608
val,29728,7440,15608
val,29736,7440,15608
val,29744,7440,15616
val,29752,7440,15616
val,29760,7448,15616
val,29768,7448,15624
val,29776,7448,15624
val,29784,7448,15624
val,29792,7448,15632
val,29800,7456,15632
val,29808,7456,15632
val,29816,7456,15640
val,29824,7456,15640
val,29832,7456,15640
val,29840,7464,15648
val,29848,7464,15648
val,29856,7464,15648
val,29864,7464,15656
val,29872,7464,15656
val,29880,7472,15664
val,29888,7472,15664
val,29896,7472,15664
val,29904,7472,15672
val,29912,7472,15672
val,29920,7480,15672
val,29928,7480,15680
val,29936,7480,15680
val,29944,7480,15680
val,29952,7480,15688
val,29960,7488,15688
val,29968,7488,15688
val,29976,7488,15696
val,29984,7488,15696
val,29992,7488,15696
val,30000,7496,15704
val,30008,7496,15704
val,30016,7496,15704
val,30024,7496,15712
val,30032,7496,15712
val,30040,7504,15712
val,30048,7504,15720
val,30056,7504,15720
val,30064,7504,15720
val,30072,7504,15728
val,30080,7512,15728
val,30088,7512,15728
val,30096,7512,15736
val,30104,7512,15736
val,30112,7512,15736
val,30120,7520,15744
val,30128,7520,15744
val,30136,7520,15744
val,30144,7520,15752
val,30152,7520,15752
val,30160,7528,15752
val,30168,7528,15760
val,30176,7528,15760
val,30184,7528,15760
val,30192,7528,15768
val,30200,7536,15768
val,31232,7736,16120
val,31240,7744,16128
val,31248,7744,16128
val,31256,7744,16128
val,31264,7744,16136
val,31272,7744,16136
val,31280,7752,16136
val,31288,7752,16144
